internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
202410,Callulina meteora,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Callulina,meteora,,,,,"Menegon, Gower &amp; Loader, 2011","Populations of <em>Callulina</em> from the Nguru Mountains were historically assigned to <em>C. kreffti</em>, as then understood a widespread East African montane species and the sole member of the genus. Menegon <em>et al.</em> (2008) recognized four distinct species among Nguru Mountains <em>Callulina</em>, two of which have since been formally described (Loader <em>et al.</em> 2010). One of these, <em>C. kanga</em>, appears to be restricted to the Kanga Forest Reserve (Menegon <em>et al.</em> 2008, Loader <em>et al.</em> 2010). The remaining three species are confined to blocks within the Nguru South Forest Reserve (Menegon <em>et al.</em> 2008, Loader <em>et al.</em> 2010). The name <em>C. hanseni</em> refers to <em></em>""<em>Callulina</em> sp. 2"" of these authors (Loader <em>et al.</em> 2010); the remaining populations are included within the Red List account for <em>C. kreffti</em> pending further research."
202528,Arthroleptis anotis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,anotis,,,,,"Loader, Poynton, Lawson, Blackburn &amp; Menegon, 2011",There are no taxonomic changes or current doubts about the validity of this taxon (S. Loader pers. comm. November 2011).
202879,Amolops kohimaensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amolops,kohimaensis,,,,,"Biju, Mahony &amp; Kamei, 2010",
202880,Amolops nidorbellus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amolops,nidorbellus,,,,,"Biju, Mahony &amp; Kamei, 2010",
202881,Rohanixalus senapatiensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Rohanixalus,senapatiensis,,,,,"(Mathew &amp; Sen, 2009)",This may be a synonym of <em>Feihyla vittata</em> (K. Deuti pers. comm. September 2020). This species has been moved from the genus <em>Chirixalus </em>to<em> Rohanixalus</em>&#160;(Biju <em>et al</em>. 2020).<em><br/></em>
202882,Duttaphrynus kiphirensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,kiphirensis,,,,,"(Mathew &amp; Sen, 2009)",This species requires taxonomic revision alongside with other species in the <em>Duttaphrynus melanosticus</em> group (J. Purkayastha&#160;and A. Ohler pers. comm. October 2020).
202883,Duttaphrynus mamitensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,mamitensis,,,,,"(Mathew &amp; Sen, 2009)",This species requires taxonomic revision alongside other species in the&#160;<em>Duttaphrynus melanosticus</em>&#160;group (J.&#160;Purkayastha&#160;and A. Ohler pers. comm. October 2020).
202884,Duttaphrynus manipurensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,manipurensis,,,,,"(Mathew &amp; Sen, 2009)",This species requires taxonomic revision alongside with other species in the&#160;<em>Duttaphrynus melanosticus</em>&#160;group (J. Purkayastha&#160;and A. Ohler pers. comm. October 2020).
202885,Duttaphrynus mizoramensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,mizoramensis,,,,,"(Mathew &amp; Sen, 2009)",This species requires taxonomic revision alongside with other species in the&#160;<em>Duttaphrynus melanosticus</em>&#160;group (J. Purkayastha&#160;and A. Ohler pers. comm. October 2020).
202886,Duttaphrynus nagalandensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,nagalandensis,,,,,"(Mathew &amp; Sen, 2009)",This species requires taxonomic revision alongside with other species in the&#160;<em>Duttaphrynus melanosticus</em>&#160;group (J. Purkayastha&#160;and A. Ohler pers. comm. October 2020).
202887,Duttaphrynus wokhaensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,wokhaensis,,,,,"(Mathew &amp; Sen, 2009)",This species may be a synonym of <em>Duttaphrynus melanostictus</em> (Das 2013).
202888,Euphlyctis aloysii,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Euphlyctis,aloysii,,,,,"Joshy, Alam, Kurabayashi, Sumida &amp; Kuramoto, 2009",
202892,Minervarya agricola,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Minervarya,agricola,,,,,"(Jerdon, 1853)","<em>Minervarya granosa</em> has been synonymized under this species by Chandramouli <em>et al</em>. (2019).<br/><br/>This species is thought to be a species complex, and it is thought that any cryptic species under this name will be fairly wide-ranging (India Red List Assessment Workshop August 2020, S.D. Biju and S. Garg pers. comm. 2021)."
202895,Ichthyophis alfredi,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis,alfredi,,,,,"Mathew &amp; Sen, 2009",
202896,Ichthyophis daribokensis,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis,daribokensis,,,,,"Mathew &amp; Sen, 2009",
202897,Ichthyophis nokrekensis,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis,nokrekensis,,,,,"Mathew &amp; Sen, 2009",
202899,Leptobrachella khasiorum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,khasiorum,,,,,"(Das, Tron, Rangad &amp; Hooroo, 2010)",
202900,Leptobrachella tamdil,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,tamdil,,,,,"(Sengupta, Sailo, Lalremsanga, Das &amp; Das, 2010)",
202901,Polypedates assamensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Polypedates,assamensis,,,,,"Mathew &amp; Sen, 2009",A taxonomic review of this species is needed to compare this species with others (J. Purkayastha and M.F. Ahmed pers. comm. September 2020).
202902,Polypedates subansiriensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Polypedates,subansiriensis,,,,,"Mathew &amp; Sen, 2009","A taxonomic review of this species is needed, in particular to compare specimens with other species (J.&#160;Purkayastha&#160;and M.F.&#160;Ahmed&#160;pers. comm. October 2020)."
202903,Raorchestes manipurensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,manipurensis,,,,,"(Mathew &amp; Sen, 2009)","A taxonomic review of this species is needed, in particular to compare specimens with other species (J.&#160;Purkayastha&#160;and M.F.&#160;Ahmed&#160;pers. comm. October 2020)."
202904,Rhacophorus subansiriensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Rhacophorus,subansiriensis,,,,,"Mathew &amp; Sen, 2009","A taxonomic review of this species is needed, in particular to compare specimens with other species (M.F. Ahmed and S.C.&#160;Bordoloi&#160;pers. comm. September 2020)."
21584,Telmatobius peruvianus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,peruvianus,,,,,"Wiegmann, 1834","Previous records of this species from Putre, Parinacota Province, Chile, have been assigned to&#160;<em>T. marmoratus</em>&#160;based on phylogenetic analyses (Sáez&#160;<em>et al</em>. 2014)."
29432,Ameerega planipaleae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,planipaleae,,,,,"(Morales &amp; Velazco, 1998)",
3070,Breviceps macrops,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Breviceps,macrops,,,,,"Boulenger, 1907",
39421,Bufo verrucosissimus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufo,verrucosissimus,,,,,"(Pallas, 1814)","This has previously been considered a subspecies of <em>Bufo bufo</em>, then&#160;Borkin (1987) was the first of many to suggest it should be elevated to species status which was finally confirmed by Arntzen<em> et al. </em>(2013). Three subspecies are currently recognized: <em>B. v. verrucosissimus</em>&#160;(Pallas, 1814); <em>B. v. circassicus</em> Orlov and Tuniyev, 1989; and <em>B. v. turowi</em>&#160;Krasovsky, 1933."
100099625,Rhinella marina,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,marina,,,,,"(Linnaeus, 1758)","The&#160;subpopulations from southern USA (Texas) and Mexico, south to western Ecuador and extreme northwestern Peru have been segregated as&#160;<em>Rhinella horribilis </em>(Acevedo-Rincón&#160;<em>et al</em>. 2016)."
54364,Arthroleptis adolfifriederici,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,adolfifriederici,,,,,"Nieden, 1911","We consider this species to be confined to central and eastern Africa; we follow J.-L. Amiet (pers. comm.) in considering records from Cameroon to belong to another, possibly undescribed, species. J.C. Poynton (pers. comm.) considers that animals from Kenya and Tanzania are probably specifically distinct from true <span style=""font-style: italic;"">A. adolfifriederici </span>in Rwanda, Burundi, Uganda and Democratic Republic of Congo. The name <em>leleupi</em> is available for Tanzanian and Kenyan animals. There are major taxonomic problems with the genus <span style=""font-style: italic;"">Arthroleptis </span>through much of Africa. In many cases, the available names can be referred only to museum specimens, not to animals in the field. This is because the identification of these species frequently depends more on their vocalizations than their morphology."
45550871,Arthroleptis stenodactylus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,stenodactylus,,,,,"Pfeffer, 1893","<em>Arthroleptis lonnbergi</em> was removed from the synonymy of <em>Arthroleptis stenodactylus </em>by Pickersgill (2007). However, the species was synonymized again under <em>Arthroleptis stenodactylus </em>by Blackburn (2010 in Frost 2013). Current systematic work is expected to result in recognizing some populations currently assigned to <em>Arthroleptis stenodactylus </em>as two or more distinct species (D. Blackburn pers. comm. October 2015)."
54393,Arthroleptis wahlbergii,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,wahlbergii,,,,,"Smith, 1849","FitzSimons (1930) considered the population around Port St Johns in the Eastern Cape province of South Africa, as a new species,&#160;<em>Arthroleptis&#160;</em><em>wageri</em>, but Poynton (1964) synonymised this species with the more widespread&#160;<em>A. wahlbergii </em>which is assessed below. Genetic studies to uncover any substantial genetic differentiation for the Eastern Cape population is currently underway."
54444,Barbourula kalimantanensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BOMBINATORIDAE,Barbourula,kalimantanensis,,,,,"Iskandar, 1978",
54479,Ansonia penangensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,penangensis,,,,,"Stoliczka, 1870","Records of this species&#160;from Sumatra, Indonesia were previously assigned to <em>Ansonia glandulosa</em> (Iskandar and Mumpuni 2004). Subopulations that have been assigned to this species on the Isthmus of Kra and from Fraser's Hill in Malaysia are considered here to refer to <em>A. malayana</em>, a position which is supported by Grismer (2006) (who treats <em>A. penangensis</em> as endemic to Penang island). However, it is not clear that these two species are distinct from each other, and further taxonomic work is needed.&#160;<br/><br/>This is a restricted concept of this species following the split of the broader concept into this and <em>Ansonia jeetsukumarani</em>&#160;(Wood <span style=""font-style: italic;"">et al.</span> 2008)."
54519,Atelopus laetissimus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,laetissimus,,,,,"Ruíz-Carranza, Ardila-Robayo &amp; Hernández-Camacho, 1994",
54560,Atelopus varius,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,varius,,,,,"(Lichtenstein &amp; Martens, 1856)","Molecular data and morphological, ecological, and demographic analyses suggest that the Panamanian golden frogs and their kin (the <em>Atelopus varius-zeteki</em> clade) are comprised of five distinct forms (Zippel <em>et al</em>. 2006). The species has a variable appearance and color and pattern are poor diagnostic characteristics for identification of this species (Richards and Knowles 2007). Some subpopulations have a very yellow color, resembling&#160;<em>Atelopus zeteki,&#160;</em>which is why both&#160;<em>Atelopus varius</em>&#160;and&#160;<em>Atelopus zeteki&#160;</em>are sometimes referred to as golden frogs in Panama (Estrada <em>et al</em>. 2014). Genetic analysis of mitochondrial DNA reveals support for recognizing&#160;<em>A. varius&#160;</em>and&#160;<em>A. zeteki</em>&#160;as separate clades, but sorting of haplotypes was imperfect and Costa Rican samples sorted into a third outlying group (Richards and Knowles 2007). Genetic examination of the phylogeny of this group would be helpful, but the extreme declines of this group will make sourcing of fresh, genomic quality tissues challenging."
54573,Vandijkophrynus angusticeps,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Vandijkophrynus,angusticeps,,,,,"(Smith, 1848)",
54575,Rhinella arborescandens,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,arborescandens,,,,,"(Duellman &amp; Schulte, 1992)",
54636,Poyntonophrynus fenoulheti,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Poyntonophrynus,fenoulheti,,,,,"(Hewitt &amp; Methuen, 1912)",
54639,Peltophryne fluviatica,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Peltophryne,fluviatica,,,,,"(Schwartz, 1972)",
54648,Vandijkophrynus gariepensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Vandijkophrynus,gariepensis,,,,,"(Smith, 1848)",Some isolated populations in the north of its range could be separate taxa.
172918839,Peltophryne guentheri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Peltophryne,guentheri,,,,,"(Cochran, 1941)",This is the new broader concept of <em>Peltophryne guentheri </em>which includes <em>P. fracta </em>as a synonym (Landestoy<em> et al.</em> 2018).
54660,Rhaebo haematiticus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhaebo,haematiticus,,,,,"(Cope, 1862)",The form occurring in the Cordillera Oriental of Colombia might be <i>Rhaebo guttatus</i> (J.V. Rueda pers. comm.).
54687,Bufotes latastii,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,latastii,,,,,"(Boulenger, 1882)","According to Stöck <em>et al.</em> (2001), this species is a diploid member of the <em>Pseudepidalea viridis</em> subgroup.&#160;The <em>Bufo viridis</em> group is now treated under <em>Bufotes</em>. The synonymy of <em>siachinensis</em> with this species was by Stöck <em>et al.</em> (1998). Further collections are required to confirm this synonymy (M.S. Khan pers. comm.)."
84519931,Sclerophrys maculata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Sclerophrys,maculata,,,,,"(Hallowell, 1854)",This is a restricted concept following the split of the broader concept into this and <em>Sclerophrys pusillus</em> (Poynton <em>et al</em>. 2016).
54721,Firouzophrynus olivaceus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Firouzophrynus,olivaceus,,,,,"(Blanford, 1874)",Auffenberg and Rehman (1977) showed <em>Firouzophrynus</em> (then&#160;<em>Bufo) olivaceus</em> to be morphologically distinct from <em>D. </em>(then <em>Bufo</em>)<em> stomaticus</em>. However there is still some uncertainty regarding its status and this species is possibly a synonym of&#160;<em>F.</em><em>&#160;stomaticus</em> (India Red List Assessment Workshop February 2021; Bisht <em>et al.</em> 2021).
54731,Incilius perplexus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,perplexus,,,,,"(Taylor, 1943)",
54733,Bufotes pewzowi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,pewzowi,,,,,"(Bedriaga, 1898)","This species was removed from the synonymy of&#160;<em>Bufotes (Bufo) viridis</em>&#160;by Stöck&#160;<span style=""font-style: italic;"">et al</span>. (2001), who discussed previous confusion of this tetraploid taxon with&#160;<em>Bufotes&#160;</em>(<em>Bufo) oblongus</em>,&#160;<em>B. danatensis</em>&#160;and&#160;<em>B. viridis</em>. It is partly in sympatry with&#160;<em>B.&#160;</em><em>perrini</em>, which is sometimes confused with this species. The narrower concept of the species was previously treated under&#160;<em>Pseudepidalea</em>.&#160;Molecular evidence supports the placement of<em> Pseudepidalea </em>(<em>Bufo</em>) <em>taxkorensis </em>as a subspecies of <span style=""font-style: italic;"">Bufotes pewzowi </span>(Stöck <span style=""font-style: italic;"">et al.</span> 2006, Frost 2009)."
182523017,Bufotes pseudoraddei,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,pseudoraddei,,,,,"(Mertens, 1971)","The subspecies&#160;<em>Bufotes pseudoraddei baturae&#160;</em>was recently elevated to species status, and <em>Bufotes zamdaensis</em> was included as a synonym by Dufresnes&#160;<em>et al. </em>(2019). According to Stöck <em>et al. </em>(2001) this is a triploid member of the <em>Bufotes </em>(<em>Bufo</em>)&#160;<em>viridis</em> subgroup."
54748,Vandijkophrynus robinsoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Vandijkophrynus,robinsoni,,,,,"(Branch &amp; Braack, 1996)",
54772,Bufotes surdus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,surdus,,,,,"(Boulenger, 1891)",This form is a problematic complex of more than one species.
54793,Poyntonophrynus vertebralis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Poyntonophrynus,vertebralis,,,,,"(Smith, 1848)",
54801,Capensibufo tradouwi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Capensibufo,tradouwi,,,,,"Hewitt, 1926",
138045255,Leptophryne cruentata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Leptophryne,cruentata,,,,,"(Tschudi, 1838)",This is a restricted concept of this species following the split of the broader concept into this and <em>Leptophryne javanica</em> (Hamidy <em>et al.</em> 2018).
54824,Melanophryniscus montevidensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Melanophryniscus,montevidensis,,,,,"(Phillippi, 1902)",Elevated to full species status by Klappenbach and Langone (1992).
88369086,Melanophryniscus pachyrhynus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Melanophryniscus,pachyrhynus,,,,,"(Miranda-Ribeiro, 1920)",<em>Melanophryniscus&#160;</em><em>orejasmirandai </em>has been synonymized under this species by Baldo<em> et al.</em> (2012).
54863,Sabahphrynus maculatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Sabahphrynus,maculatus,,,,,"(Mocquard, 1890)","<span style=""font-style: italic;"">Sabahphrynus anotis</span> was synonymized under <span style=""font-style: italic;"">Sabahphrynus maculatus</span> by Matsui <span style=""font-style: italic;"">et al.</span> (2007)."
88416812,Pelophryne guentheri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Pelophryne,guentheri,,,,,"(Boulenger, 1882)",<em>Pelophryne macrotis</em> has been synonymized under this species by Inger and Stuebing (2009).
54885,Schismaderma carens,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Schismaderma,carens,,,,,"(Smith, 1848)",
54920,Sachatamia ilex,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Sachatamia,ilex,,,,,"(Savage, 1967)",
54960,Cochranella euknemos,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Cochranella,euknemos,,,,,"(Savage &amp; Starrett, 1967)",Some records from Antioquia and Chocó Departments in Colombia have been reassigned to&#160;<em>Cochranella mache&#160;</em>(Jaramillo-Martinez&#160;<em>et al</em>. 2015).
54961,Rulyrana flavopunctata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Rulyrana,flavopunctata,,,,,"(Lynch &amp; Duellman, 1973)",
